1,8,0,0,0,0,0,0,0,0,0,0,0
2,8,0,0,0,0,0,0,0,0,0,0,0
3,9,0,0,0,0,0,0,0,0,0,0,0
4,9,0,0,0,0,0,0,0,0,0,0,0
5,12,0,0,0,0,0,0,0,0,0,0,0
6,14,0,0,0,0,0,0,0,0,0,0,0
7,14,0,0,0,0,0,0,0,0,0,0,0
8,17,0,0,0,0,0,0,0,1,1,0,1
9,17,0,22,0,0,0,0,0,1,1,0,1
10,20,0,0,0,0,0,0,0,1,1,0,0
11,20,0,0,0,0,0,0,0,1,1,0,0
12,21,0,0,0,0,0,0,0,1,1,0,1
13,21,0,0,0,0,0,0,0,1,1,0,0
14,22,0,0,0,0,0,0,0,1,1,0,1
15,27,0,0,0,0,0,0,0,2,2,0,0
16,27,0,0,0,0,0,0,0,2,2,0,0
17,28,0,29,0,31,0,37,0,2,2,0,1
18,30,0,0,0,0,0,0,0,2,2,0,0
19,30,0,0,0,0,0,0,0,2,2,0,0
20,28,0,31,0,34,0,37,0,2,2,0,1
21,29,0,33,0,36,0,38,0,2,2,0,1
22,33,0,34,0,36,0,38,0,2,2,0,1
23,35,0,0,0,0,0,0,0,2,2,0,0
24,35,0,0,0,0,0,0,0,2,2,0,0
25,39,0,0,0,0,0,0,0,2,2,0,0
26,39,0,0,0,0,0,0,0,2,2,0,0
27,40,0,0,0,0,0,0,0,3,3,0,1
28,40,0,0,0,0,0,0,0,3,3,0,1
29,41,0,0,0,0,0,0,0,3,3,0,1
30,41,0,0,0,0,0,0,0,3,3,0,1
31,43,0,44,0,0,0,0,0,3,3,0,1
32,43,0,0,0,0,0,0,0,3,3,0,0
33,44,0,56,0,0,0,0,0,3,3,0,1
34,46,0,0,0,0,0,0,0,3,3,0,1
35,46,0,0,0,0,0,0,0,3,3,0,1
36,49,0,50,0,0,0,0,0,3,3,0,1
37,49,0,50,0,0,0,0,0,3,3,0,1
38,51,0,0,0,0,0,0,0,3,3,0,1
39,51,0,0,0,0,0,0,0,3,3,0,1
40,52,0,0,0,0,0,0,0,4,4,0,1
41,53,0,0,0,0,0,0,0,4,4,0,1
42,52,0,53,0,55,0,57,0,4,4,0,0
43,60,0,0,0,0,0,0,0,4,4,0,1
44,54,0,0,0,0,0,0,0,4,4,0,1
45,54,0,0,0,0,0,0,0,4,4,0,0
46,55,0,0,0,0,0,0,0,4,4,0,1
47,58,0,59,0,62,0,63,0,4,4,0,0
48,56,0,0,0,0,0,0,0,4,4,0,0
49,57,0,0,0,0,0,0,0,4,4,0,1
50,58,0,0,0,0,0,0,0,4,4,0,1
51,59,0,0,0,0,0,0,0,4,4,0,1
52,0,0,0,0,0,0,0,0,5,5,0,1
53,0,0,0,0,0,0,0,0,5,5,0,1
54,60,0,61,0,0,0,0,0,5,5,0,1
55,0,0,0,0,0,0,0,0,5,5,0,1
56,61,0,0,0,0,0,0,0,5,5,0,1
57,0,0,0,0,0,0,0,0,5,5,0,1
58,0,0,0,0,0,0,0,0,5,5,0,1
59,0,0,0,0,0,0,0,0,5,5,0,1
60,62,0,0,0,0,0,0,0,6,6,0,1
61,63,0,0,0,0,0,0,0,6,6,0,1
62,0,0,0,0,0,0,0,0,7,7,0,1
63,0,0,0,0,0,0,0,0,7,7,0,1
