1,3,0,47,0,0,0,0,0,0,0,666,0
2,4,0,0,0,0,0,0,0,1,1,0,0
3,5,0,0,0,0,0,0,0,1,1,0,1
4,10,0,0,0,0,0,0,0,2,2,0,1
5,11,0,0,0,0,0,0,0,2,2,0,1
6,12,0,0,0,0,0,0,0,2,2,0,0
7,19,0,0,0,0,0,0,0,3,3,0,0
8,20,0,0,0,0,0,0,0,3,3,0,0
9,22,0,0,0,0,0,0,0,3,3,0,0
10,23,0,0,0,0,0,0,0,3,3,0,1
11,19,0,23,0,27,0,30,0,3,3,0,1
12,24,0,0,0,0,0,0,0,3,3,0,1
13,20,0,24,0,26,0,29,0,3,3,0,0
14,26,0,0,0,0,0,0,0,3,3,0,0
15,27,0,0,0,0,0,0,0,3,3,0,0
16,29,0,0,0,0,0,0,0,3,3,0,0
17,30,0,0,0,0,0,0,0,3,3,0,0
18,32,0,0,0,0,0,0,0,4,4,0,0
19,33,0,0,0,0,0,0,0,4,4,0,1
20,33,0,0,0,0,0,0,0,4,4,0,1
21,32,0,35,0,41,0,44,0,4,4,0,0
22,35,0,0,0,0,0,0,0,4,4,0,1
23,36,0,0,0,0,0,0,0,4,4,0,1
24,36,0,0,0,0,0,0,0,4,4,0,1
25,37,0,0,0,0,0,0,0,4,4,0,0
26,40,0,0,0,0,0,0,0,4,4,0,1
27,40,0,0,0,0,0,0,0,4,4,0,1
28,41,0,0,0,0,0,0,0,4,4,0,0
29,43,0,0,0,0,0,0,0,4,4,0,1
30,43,0,0,0,0,0,0,0,4,4,0,1
31,44,0,0,0,0,0,0,0,4,4,0,0
32,45,0,0,0,0,0,0,0,5,5,0,1
33,45,0,0,0,0,0,0,0,5,5,0,1
34,46,0,0,0,0,0,0,0,5,5,0,0
35,48,0,0,0,0,0,0,0,5,5,0,1
36,48,0,0,0,0,0,0,0,5,5,0,1
37,49,0,0,0,0,0,0,0,5,5,0,1
38,46,0,49,0,50,0,52,0,5,5,0,0
39,50,0,0,0,0,0,0,0,5,5,0,0
40,51,0,0,0,0,0,0,0,5,5,0,1
41,51,0,0,0,0,0,0,0,5,5,0,1
42,52,0,0,0,0,0,0,0,5,5,0,0
43,53,0,0,0,0,0,0,0,5,5,0,1
44,53,0,0,0,0,0,0,0,5,5,0,1
45,54,0,0,0,0,0,0,0,6,6,0,1
46,54,0,0,0,0,0,0,0,6,6,0,1
47,55,0,0,0,0,0,0,0,6,6,0,1
48,56,0,0,0,0,0,0,0,6,6,0,1
49,56,0,0,0,0,0,0,0,6,6,0,1
50,57,0,0,0,0,0,0,0,6,6,0,1
51,57,0,0,0,0,0,0,0,6,6,0,1
52,58,0,0,0,0,0,0,0,6,6,0,1
53,58,0,0,0,0,0,0,0,6,6,0,1
54,59,0,0,0,0,0,0,0,7,7,0,1
55,60,0,0,0,0,0,0,0,7,7,0,1
56,60,0,0,0,0,0,0,0,7,7,0,1
57,61,0,0,0,0,0,0,0,7,7,0,1
58,62,0,0,0,0,0,0,0,7,7,0,1
59,0,0,0,0,0,0,0,0,8,8,0,1
60,0,0,0,0,0,0,0,0,8,8,0,1
61,0,0,0,0,0,0,0,0,8,8,0,1
62,0,0,0,0,0,0,0,0,8,8,0,1
