1,3,0,4,0,6,0,42,0,0,0,0,0
2,5,0,10,0,11,0,0,0,0,0,666,0
3,7,0,43,0,0,0,0,0,1,1,0,1
4,8,0,45,0,0,0,0,0,1,1,0,1
5,9,0,48,0,0,0,0,0,1,1,0,1
6,12,0,0,0,0,0,0,0,2,2,0,1
7,13,0,14,0,0,0,0,0,2,2,0,1
8,15,0,16,0,24,0,0,0,2,2,0,1
9,17,0,18,0,26,0,0,0,2,2,0,1
10,19,0,29,0,0,0,0,0,2,2,0,1
11,20,0,0,0,0,0,0,0,2,2,0,1
12,21,0,0,0,0,0,0,0,3,3,0,1
13,22,0,0,0,0,0,0,0,3,3,0,1
14,23,0,0,0,0,0,0,0,3,3,0,1
15,25,0,0,0,0,0,0,0,3,3,0,1
16,27,0,0,0,0,0,0,0,3,3,0,1
17,28,0,0,0,0,0,0,0,3,3,0,1
18,30,0,0,0,0,0,0,0,3,3,0,1
19,31,0,0,0,0,0,0,0,3,3,0,1
20,32,0,0,0,0,0,0,0,3,3,0,1
21,33,0,0,0,0,0,0,0,4,4,0,1
22,33,0,0,0,0,0,0,0,4,4,0,1
23,35,0,0,0,0,0,0,0,4,4,0,1
24,34,0,0,0,0,0,0,0,4,4,0,1
25,35,0,0,0,0,0,0,0,4,4,0,1
26,36,0,0,0,0,0,0,0,4,4,0,1
27,37,0,0,0,0,0,0,0,4,4,0,1
28,37,0,0,0,0,0,0,0,4,4,0,1
29,38,0,0,0,0,0,0,0,4,4,0,1
30,39,0,0,0,0,0,0,0,4,4,0,1
31,39,0,0,0,0,0,0,0,4,4,0,1
32,40,0,0,0,0,0,0,0,4,4,0,1
33,41,0,0,0,0,0,0,0,5,5,0,1
34,41,0,0,0,0,0,0,0,5,5,0,1
35,44,0,0,0,0,0,0,0,5,5,0,1
36,44,0,0,0,0,0,0,0,5,5,0,1
37,46,0,0,0,0,0,0,0,5,5,0,1
38,46,0,0,0,0,0,0,0,5,5,0,1
39,47,0,0,0,0,0,0,0,5,5,0,1
40,47,0,0,0,0,0,0,0,5,5,0,1
41,49,0,0,0,0,0,0,0,6,6,0,1
42,49,0,0,0,0,0,0,0,6,6,0,1
43,50,0,0,0,0,0,0,0,6,6,0,1
44,50,0,0,0,0,0,0,0,6,6,0,1
45,51,0,0,0,0,0,0,0,6,6,0,1
46,51,0,0,0,0,0,0,0,6,6,0,1
47,52,0,0,0,0,0,0,0,6,6,0,1
48,52,0,0,0,0,0,0,0,6,6,0,1
49,0,0,0,0,0,0,0,0,7,7,0,1
50,0,0,0,0,0,0,0,0,7,7,0,1
51,0,0,0,0,0,0,0,0,7,7,0,1
52,0,0,0,0,0,0,0,0,7,7,0,1
